                     objid  nvote  spiral  elliptical  uncertain          ra       dec  petror90_r   expAB_r          u          g          r          i        u-g
3545   1237671991340957859     41       0           0          1  204.797607  2.471083    10.23313  0.693034  19.740370  17.172990  16.127060  15.683750   2.567380
3546   1237671991341023398     37       1           0          0  204.896988  2.395326    10.17398  0.384424  17.445970  15.879360  15.205580  14.849100   1.566610
3547   1237671991341088930     29       0           0          1  204.976925  2.122281    12.39786  0.837625  17.855860  16.719070  16.383660  16.188340   1.136790
3548   1237671991877435565     61       0           1          0  204.724936  3.370713    20.08524  0.879643  17.685370  15.844900  15.053890  14.692730   1.840470
3549   1237671991877632141     27       1           0          0  204.963812  3.038117    13.62008  0.807120  18.226560  16.279960  15.361990  14.930980   1.946600
3550   1237671991877632215     51       1           0          0  204.906906  2.940955    11.15513  0.531987  18.455910  16.985360  16.332870  15.948030   1.470550
3551   1237671991877697598     53       1           0          0  205.095901  2.976711    10.51654  0.684486  18.987710  17.173390  16.299980  15.831870   1.814320
3552   1237671991878090909     41       0           1          0  205.463378  2.076088    20.65501  0.691226  17.074740  15.144750  14.386150  14.013680   1.929990
3553   1237671991878091090     27       1           0          0  205.427007  2.128761    10.49407  0.771191  19.117740  17.276650  16.409770  16.001140   1.841090
3554   1237671991878156424     32       1           0          0  205.538911  1.980830    10.40708  0.627865  18.892140  16.958640  16.118840  15.759460   1.933500
3555   1237671991878156459     29       0           1          0  205.558717  1.950957    10.71069  0.892009  18.318570  16.364910  15.512980  15.123240   1.953660
3556   1237671991878221895     58       0           0          1  205.470072  1.826255    10.32251  0.690770  18.190180  16.782930  16.247220  15.963930   1.407250
3557   1237671991878221902     31       1           0          0  205.562611  1.857488    23.63013  0.734042  15.966270  14.132660  13.332470  12.932410   1.833610
3558   1237671991878484060     37       0           1          0  205.830944  1.322362    14.58229  0.710035  17.529100  15.707620  14.999940  14.654180   1.821480
3559   1237671992414372005     36       0           0          1  205.324206  3.414179    14.06324  0.532413  18.161950  16.222010  15.401920  15.024780   1.939940
3560   1237671992414634136     37       0           1          0  205.393080  2.922395    11.30380  0.738713  19.456250  17.553340  16.496050  16.017160   1.902910
3561   1237671992414699683     35       0           1          0  205.494013  2.713227    10.63526  0.826347  18.905460  16.787960  15.785740  15.387490   2.117500
3562   1237671992414830833     40       0           1          0  205.747752  2.540258    11.88861  0.861409  18.255040  16.291920  15.442980  15.062150   1.963120
3563   1237671992414896412     35       1           0          0  205.842602  2.347259    10.95696  0.796739  18.185790  16.690690  15.867540  15.486650   1.495100
3564   1237671992951505066     37       1           0          0  205.912078  3.073261    10.34898  0.216000  18.486880  17.173810  16.624820  16.321580   1.313070
3565   1237671992951505107     31       0           0          1  205.936127  3.060179    11.19409  0.876428  19.357170  17.408680  16.469360  15.996670   1.948490
3566   1237671992951636150     35       0           1          0  206.062372  2.792866    13.25211  0.768396  19.643470  17.696500  16.609200  16.149950   1.946970
3567   1237671992951898124     26       0           0          1  206.255448  2.324213    11.48977  0.358252  18.088890  16.223760  15.471080  15.100720   1.865130
3568   1237671992952160378     34       1           0          0  206.524263  1.787015    10.61014  0.215842  18.734220  17.258010  16.620070  16.241190   1.476210
3569   1237671992952291409     29       1           0          0  206.561089  1.479234    12.21985  0.718259  18.096250  16.974670  16.599720  16.399000   1.121580
3570   1237674602139615268     25       0           1          0  207.044681  2.852899    12.79674  0.815767  16.891090  15.162310  14.441100  14.084450   1.728780
3571   1237674602139615521     28       1           0          0  207.159591  2.818630    13.73709  0.390923  17.710300  16.670580  16.287770  16.097640   1.039720
3572   1237674602139943019     40       0           0          1  207.712413  2.327381    11.02713  0.643322  18.130900  16.466710  15.850130  15.569420   1.664190
3573   1237674602140008461     61       1           0          0  207.764812  2.338262    14.83129  0.173266  17.900170  16.637320  16.053630  15.727630   1.262850
3574   1237674602140074218     48       1           0          0  207.911277  2.157802    11.28167  0.478376  17.806530  16.581000  16.233520  16.096160   1.225530
3575   1237654600497496215     29       1           0          0  168.001752  4.130278    10.46739  0.832738  17.335610  15.842780  15.188410  14.864330   1.492830
3576   1237654601571238106     65       0           1          0  168.005403  4.854741    12.62267  0.823271  19.987670  18.063470  16.706970  16.185340   1.924200
3577   1237654604255461581     32       1           0          0  168.090534  3.761199    16.71985  0.605117  16.751600  15.558770  15.095570  14.845270   1.192830
3578   1237654604255461605     27       1           0          0  168.122674  3.783013    12.04734  0.822924  17.427990  16.065650  15.427550  15.088620   1.362340
3579   1237654604255854736     31       1           0          0  168.987681  3.847258    11.49616  0.755570  17.313580  15.817770  15.108890  14.706110   1.495810
3580   1237654604255920250     42       1           0          0  169.079462  3.793052    11.52182  0.779516  17.634600  16.631730  16.231240  15.963640   1.002870
3581   1237654604256116839     35       0           0          1  169.579358  3.861754    10.61262  0.698681  17.403800  16.574720  15.950320  15.748360   0.829080
3582   1237654604256116930     25       1           0          0  169.551299  3.803831    11.82281  0.263771  17.151420  15.960290  15.447550  15.161680   1.191130
3583   1237654604256247819     50       1           0          0  169.811880  3.964259    10.89850  0.576399  16.373300  15.432280  15.014500  14.741510   0.941020
3584   1237654604256379046     56       1           0          0  170.201287  3.839164    15.07854  0.343713  17.971860  16.025450  15.124170  14.664190   1.946410
3585   1237654604257100053     24       1           0          0  171.828193  3.889451    12.63739  0.891916  18.871610  17.666960  17.229530  16.952240   1.204650
3586   1237654604257689765     28       0           1          0  173.129103  3.940406    12.76403  0.951916  18.948620  16.962430  16.030070  15.611480   1.986190
3587   1237654604257755292     55       0           1          0  173.331381  3.895693    12.41411  0.677314  18.874000  16.881320  15.804590  15.349560   1.992680
3588   1237654604258476370     29       1           0          0  174.986199  3.965896    11.53998  0.426923  19.350710  17.409450  16.336140  15.785290   1.941260
3589   1237654604258803792     53       0           1          0  175.771165  3.940592    10.64315  0.885945  18.455630  16.579310  15.655200  15.250040   1.876320
3590   1237654604258869373     31       0           1          0  175.850788  3.944558    11.39205  0.779092  20.393630  18.021520  17.020940  16.592820   2.372110
3591   1237654604258935026     26       0           1          0  176.035530  3.919703    10.32414  0.642629  19.102050  16.984970  15.924390  15.482000   2.117080
3592   1237654604259000344     45       0           1          0  176.096036  3.979916    14.48619  0.693572  18.944080  16.857060  15.777730  15.347130   2.087020
3593   1237654604259131546     23       0           0          1  176.525930  3.998754    11.82374  0.468361  18.127450  16.566280  15.716830  15.277050   1.561170
3594   1237654604259131556     30       0           0          1  176.383467  3.960294    14.97950  0.572417  19.940580  17.965510  17.021410  16.603680   1.975070
3595   1237654604259328017     23       0           0          1  176.848950  3.906774    11.79558  0.481470  18.122060  16.189310  15.281710  14.841610   1.932750
3596   1237654604259393544     32       0           1          0  176.978310  4.015996    24.93253  0.781192  16.508930  14.551780  13.662510  13.301860   1.957150
3597   1237654604259852404     40       0           0          1  178.097990  3.974398    12.31770  0.892214  16.886560  15.724360  15.202040  14.934230   1.162200
3598   1237654604260638897     64       0           1          0  179.957807  4.037280    16.00386  0.690911  18.126780  16.093720  15.158270  14.743530   2.033060
3599   1237654604260900948     30       0           1          0  180.455865  3.950836    11.99989  0.788714  19.622140  17.494710  16.430270  15.948470   2.127430
3600   1237654604260966661     36       0           1          0  180.680779  3.976450    15.51964  0.812952  18.538220  16.402720  15.326610  14.865170   2.135500
3601   1237654604261163234     26       0           1          0  181.146405  3.956419    13.62606  0.624677  18.992870  16.890700  15.639980  15.173150   2.102170
3602   1237654604262342859     64       1           0          0  183.837031  4.023248    10.36404  0.526731  17.846500  16.760940  16.335620  16.061690   1.085560
3603   1237654604262604995     29       1           0          0  184.479062  4.021527    12.14004  0.460994  17.870350  16.387120  15.663840  15.228970   1.483230
3604   1237654604792266943     42       1           0          0  167.934155  4.221202    11.12659  0.267684  18.116760  16.538610  15.807370  15.377120   1.578150
3605   1237654604792529076     24       1           0          0  168.469199  4.290896    34.28065  0.339400  16.149870  14.555200  13.726680  13.274450   1.594670
3606   1237654604792660010     33       0           0          1  168.801649  4.307996    11.76231  0.420179  25.375400  18.777560  17.188820  16.627470   6.597840
3607   1237654604792660238     27       0           0          1  168.832107  4.206470    10.18801  0.572231  18.755700  17.468210  17.148490  16.993560   1.287490
3608   1237654604792725597     29       1           0          0  168.869069  4.348751    10.03195  0.630617  18.403060  16.860400  16.143420  15.792710   1.542660
3609   1237654604792791242     33       0           0          1  169.056861  4.260040    12.23285  0.911556  18.069710  16.713170  16.267650  16.028720   1.356540
3610   1237654604792856889     58       0           0          1  169.205419  4.361328    16.09918  0.540846  17.795600  16.682490  16.388190  16.285690   1.113110
3611   1237654604792922753     27       1           0          0  169.410543  4.359910    11.98169  0.838122  19.402550  17.942640  17.506290  17.295070   1.459910
3612   1237654604793249795     27       0           1          0  170.074170  4.320365    16.86860  0.962718  16.736070  14.730590  13.829140  13.401060   2.005480
3613   1237654604793446630     51       1           0          0  170.614235  4.286796    17.51287  0.968110  15.822600  14.542270  14.020180  13.686870   1.280330
3614   1237654604793774213     30       0           1          0  171.343035  4.268177    11.02156  0.740105  18.579950  16.651140  15.719130  15.315530   1.928810
3615   1237654604794101890     33       0           1          0  172.067573  4.327285    16.84144  0.567076  16.941440  14.933820  14.048310  13.598440   2.007620
3616   1237654604794101893     29       1           0          0  172.055285  4.317148    29.39160  0.548737  16.839640  15.340130  14.699970  14.362240   1.499510
3617   1237654604795347134     30       0           1          0  174.914404  4.371516    21.16508  0.622533  17.843430  15.820520  14.899240  14.490680   2.022910
3618   1237654604795347172     53       1           0          0  174.910164  4.465546    19.01333  0.593820  16.499750  15.030610  14.392360  14.059560   1.469140
3619   1237654604795674777     33       0           1          0  175.726123  4.397034    12.75753  0.843601  18.244610  16.209620  15.295240  14.882520   2.034990
3620   1237654604796133553     63       0           1          0  176.807359  4.491890    10.12183  0.728770  19.481150  17.336750  16.288720  15.873870   2.144400
3621   1237654604796264568     59       1           0          0  177.000940  4.488148    42.72342  0.572821  15.318700  13.503560  12.741600  12.344290   1.815140
3622   1237654604796395611     28       1           0          0  177.302911  4.339880    12.17239  0.422367  17.697000  16.037110  15.253950  14.843160   1.659890
3623   1237654604797640830     55       1           0          0  180.130841  4.450943    14.24115  0.813297  17.422910  15.633760  14.901170  14.550680   1.789150
3624   1237654604797968729     52       1           0          0  180.912756  4.440395    12.47662  0.342044  18.519880  17.468120  17.059100  16.867920   1.051760
3625   1237654604798165231     72       1           0          0  181.340376  4.479258    10.96459  0.299935  19.117150  17.472570  16.757870  16.345920   1.644580
3626   1237654604798361803     34       0           1          0  181.789422  4.412439    11.12010  0.613285  21.000730  18.111910  16.711550  16.203330   2.888820
3627   1237654604799148140     75       0           1          0  183.632962  4.435074    13.81802  0.583720  17.869850  15.875510  14.949470  14.518190   1.994340
3628   1237654604799213617     29       1           0          0  183.803747  4.564819    14.19182  0.499134  17.586070  15.719810  14.972440  14.592820   1.866260
3629   1237654604799279272     33       1           0          0  183.923165  4.456327    12.62775  0.408591  17.435180  16.187560  15.728110  15.437370   1.247620
3630   1237654604799541352     53       1           0          0  184.515834  4.465668    10.68374  0.231827  19.629480  18.058910  17.108160  16.624770   1.570570
3631   1237654604799606880     25       0           1          0  184.650991  4.577537    16.15372  0.709374  17.932900  16.038390  15.116670  14.707880   1.894510
3632   1237654604799738037     52       1           0          0  184.971122  4.462743    11.52355  0.471177  18.609300  16.833800  15.920700  15.487320   1.775500
3633   1237654605329137794     53       0           1          0  167.919442  4.668874    18.07611  0.715011  16.437340  14.564730  13.715190  13.314660   1.872610
3634   1237654605329137953     29       1           0          0  167.921682  4.700552    10.24316  0.439206  18.477920  17.111060  16.488290  16.141240   1.366860
3635   1237654605329596684     32       1           0          0  168.996948  4.665313    15.46395  0.224254  17.889640  16.086850  15.184210  14.703960   1.802790
3636   1237654605329662116     35       1           0          0  169.093073  4.716263    15.53491  0.864180  16.751520  15.414610  14.825990  14.504510   1.336910
3637   1237654605330317410     34       1           0          0  170.533900  4.692818    11.82490  0.889209  16.732120  15.445770  14.863500  14.587400   1.286350
3638   1237654605331169411     30       1           0          0  172.597702  4.696060    19.29399  0.713024  16.467730  15.103860  14.465960  14.153700   1.363870
3639   1237654605331497154     29       1           0          0  173.287770  4.810827    16.02159  0.370195  17.276510  15.466610  14.627390  14.207570   1.809900
3640   1237651737911885888     24       0           1          0  197.006381  3.599046    12.92527  0.657401  16.925580  14.999410  14.135480  13.716630   1.926170
3641   1237651755091886193     33       1           0          0  197.847556  3.411039    17.62341  0.264469  16.706200  15.575910  15.237530  15.043920   1.130290
3642   1237654879115608138     31       0           1          0  190.117474  4.089888    10.84855  0.762567  18.013320  16.110410  15.267050  14.880760   1.902910
3643   1237654879117181145     49       1           0          0  193.782247  4.040360    17.93853  0.622607  17.336560  15.586010  14.776720  14.405350   1.750550
3644   1237654879117246645     34       0           0          1  193.877201  4.075300    14.26355  0.709095  18.842580  16.814830  15.842060  15.428890   2.027750
3645   1237654879117377887     71       1           0          0  194.282160  4.029870    10.38663  0.193231  19.360970  18.033430  17.547620  17.245120   1.327540
3646   1237654879118164125     60       0           0          1  196.007561  3.962540    11.95791  0.549974  19.882610  17.928600  16.596630  16.115860   1.954010
3647   1237654879118229640     61       1           0          0  196.195821  3.904953    15.41475  0.298712  17.653290  15.700860  14.749030  14.268580   1.952430
3648   1237654879118360607     28       1           0          0  196.494316  3.956440    33.45253  0.261377  16.784070  14.901330  13.976180  13.465960   1.882740
3649   1237654879119671346     33       1           0          0  199.489767  3.802271    14.82154  0.312422  18.437510  16.075810  15.216330  14.771570   2.361700
3650   1237654879119737140     27       0           0          1  199.604732  3.976788    13.55555  0.275295  18.767800  17.718370  17.369860  17.211200   1.049430
3651   1237654879119802521     32       0           0          1  199.818870  3.926540    17.74892  0.220202  16.960590  16.136030  15.943900  15.856150   0.824560
3652   1237654879120195647     30       0           1          0  200.757341  3.899513    13.74201  0.779208  18.978680  16.891180  15.911250  15.509670   2.087500
3653   1237654879120195806     33       1           0          0  200.755878  3.956863    10.34666  0.692722  19.048000  17.404870  16.586480  16.231930   1.643130
3654   1237654879120589041     25       0           0          1  201.627993  3.880798    11.05962  0.922043  20.410200  18.320350  17.058490  16.602070   2.089850
3655   1237654879120851115     34       0           1          0  202.165666  3.754400    10.62601  0.870728  21.085930  18.633210  17.259050  16.763920   2.452720
3656   1237654879122817191     26       1           0          0  206.716416  3.747774    13.68729  0.628178  16.477770  15.085850  14.388210  14.049980   1.391920
3657   1237654879122882595     55       0           0          1  206.788507  3.643860    14.50646  0.679026  16.608530  14.953300  14.231110  13.866400   1.655230
3658   1237654879122882724     36       1           0          0  206.827184  3.767448    18.03354  0.277859  16.909990  15.200490  14.389100  13.950230   1.709500
3659   1237654879123538201     23       1           0          0  208.405833  3.650063    12.36060  0.624901  17.250010  16.127970  15.695180  15.467130   1.122040
3660   1237654879123931281     27       0           0          1  209.269672  3.642713    10.36863  0.836646  18.497200  16.649440  15.720310  15.321870   1.847760
3661   1237654879124193535     52       0           0          1  209.785323  3.511332    14.22823  0.915189  17.780480  16.693390  16.245020  16.056190   1.087090
3662   1237654879124389979     56       0           1          0  210.222358  3.554449    11.56576  0.778979  18.803480  16.872700  15.938910  15.529500   1.930780
3663   1237654879652151387     51       1           0          0  189.389823  4.367679    27.34726  0.557047  15.598200  14.051160  13.421850  13.073350   1.547040
3664   1237654879652544624     27       0           1          0  190.304735  4.431859    10.17645  0.735660  19.052240  17.159270  16.146180  15.732000   1.892970
3665   1237654879653724296     30       1           0          0  193.048289  4.511515    15.36853  0.883601  17.832800  16.296080  15.575840  15.218900   1.536720
3666   1237654879654576254     30       1           0          0  194.972013  4.306320    15.36995  0.670382  17.192090  15.493430  14.714780  14.341770   1.698660
3667   1237654879654576274     27       0           1          0  194.972521  4.397128    11.98607  0.815984  19.312090  17.092960  16.011970  15.575780   2.219130
3668   1237654879654707558     52       0           0          1  195.354347  4.469479    12.89893  0.826549  19.008720  17.477330  17.014380  16.814220   1.531390
3669   1237654879655034943     24       1           0          0  196.121024  4.458155    26.96386  0.693798  18.416730  17.242580  16.799840  16.426840   1.174150
3670   1237654879655166147     62       1           0          0  196.398573  4.273703    11.71404  0.172982  18.791790  17.104270  16.503850  16.159120   1.687520
3671   1237654879655493747     30       1           0          0  197.123411  4.367971    13.94746  0.876296  16.823420  15.261970  14.631330  14.314610   1.561450
3672   1237654879655493748     34       0           0          1  197.114105  4.370180    10.66222  0.359646  17.343710  16.037580  15.556210  15.288720   1.306130
3673   1237654879656083534     30       0           1          0  198.466051  4.297308    18.58653  0.866889  17.770120  15.764760  14.782460  14.329070   2.005360
3674   1237654879656083534     34       0           0          1  198.466051  4.297308    18.58653  0.866889  17.770120  15.764760  14.782460  14.329070   2.005360
3675   1237654879656083661     53       1           0          0  198.438068  4.317653    10.35697  0.357683  18.581440  17.005680  16.174310  15.760260   1.575760
3676   1237654879656542226     30       1           0          0  199.494400  4.403411    32.03802  0.530832  15.421130  13.725910  12.994130  12.588490   1.695220
3677   1237654879656935435     64       0           0          1  200.344990  4.316759    11.74698  0.733353  19.520770  17.521020  16.479830  15.986720   1.999750
3678   1237654879657132245     32       0           0          1  200.800696  4.201902    11.60932  0.962574  22.181460  19.707700  18.233740  17.732730   2.473760
3679   1237654879657263351     25       0           0          1  201.081982  4.318624    11.00390  0.664780  20.607930  18.062770  16.664770  16.114020   2.545160
3680   1237654879657328756     37       1           0          0  201.270223  4.378382    16.38223  0.861302  17.585460  15.950440  15.218860  14.829660   1.635020
3681   1237654879659950135     28       1           0          0  207.323609  4.025378    10.66468  0.349954  18.572770  16.845610  16.186180  15.759560   1.727160
3682   1237654879660212428     32       1           0          0  207.871052  3.982502    10.17435  0.380429  18.725150  16.903510  16.410630  16.135320   1.821640
3683   1237654879660540050     69       0           0          1  208.596787  4.007095    10.23197  0.589413  19.026660  17.951170  17.631290  17.434010   1.075490
3684   1237654879660540077     61       0           0          1  208.630177  4.027129    12.25646  0.560245  20.565340  18.134320  16.617530  16.137580   2.431020
3685   1237654879660802193     31       0           0          1  209.225288  3.934990    14.91349  0.606867  20.010550  17.559660  16.494650  16.052710   2.450890
3686   1237654879660933262     33       1           0          0  209.563439  3.998301    11.86766  0.521137  16.750590  15.541060  15.018580  14.734080   1.209530
3687   1237654880191250490     28       1           0          0  194.588153  4.885652    13.14394  0.475911  15.823720  14.894050  14.488000  14.266250   0.929670
3688   1237654880191250571     39       0           1          0  194.530737  4.826010    10.39035  0.784027  20.127730  18.265010  16.994320  16.524200   1.862720
3689   1237654880191381523     31       0           0          1  194.835087  4.900034    11.79362  0.584212  21.628390  17.760290  16.495070  16.193080   3.868100
3690   1237654880191578253     33       1           0          0  195.318292  4.900576    10.65045  0.730969  17.476950  16.382880  15.989000  15.747290   1.094070
3691   1237654880191775007     29       1           0          0  195.819774  4.734892    12.71336  0.399988  24.025630  16.254580  15.711450  15.401730   7.771050
3692   1237654880192036981     65       0           0          1  196.306601  4.899919    10.78753  0.358639  18.987670  17.996120  17.748320  17.657660   0.991550
3693   1237654880192233500     31       0           0          1  196.734119  4.727035    10.13373  0.648838  25.812090  16.402440  15.600580  15.096660   9.409650
3694   1237654880192233602     58       1           0          0  196.866174  4.762893    19.94974  0.233274  20.853640  16.329580  15.411210  14.941340   4.524060
3695   1237654880192364584     24       0           0          1  197.049276  4.751273    10.00005  0.359610  26.611970  16.572490  16.387640  16.297200  10.039480
3696   1237654880192430218     29       0           0          1  197.263977  4.774201    11.07324  0.805411  23.390230  18.402150  17.227120  16.723590   4.988080
3697   1237654880192495710     27       1           0          0  197.374048  4.843151    17.75583  0.197712  18.657350  16.255130  15.403810  14.935230   2.402220
3698   1237654880192757785     33       0           1          0  198.047209  4.778142    11.47877  0.559765  17.121940  15.534950  14.784630  14.390400   1.586990
3699   1237654880192823417     67       1           0          0  198.163943  4.838269    13.80579  0.927103  17.979680  16.665000  16.144470  15.901920   1.314680
3700   1237654880192823453     58       1           0          0  198.176618  4.729683    19.04640  0.831853  22.299960  14.361260  13.780910  13.490470   7.938700
3701   1237654880192954533     29       1           0          0  198.520792  4.816004    11.53320  0.353145  18.551220  17.158240  16.498290  16.137830   1.392980
3702   1237654880193675398     34       1           0          0  200.080163  4.722642    14.63951  0.759951  18.061110  16.828760  16.411940  16.208030   1.232350
3703   1237654880193675539     28       1           0          0  200.163822  4.770272    14.41119  0.680616  18.200620  17.023500  16.595640  16.387500   1.177120
3704   1237654880194003180     37       0           1          0  200.900242  4.711169    13.50256  0.875163  18.986680  17.038630  15.946940  15.497930   1.948050
3705   1237650796754239837     30       0           0          1  140.192422  0.604718    12.57831  0.700603  17.598910  16.585670  16.202630  16.035630   1.013240
3706   1237650796754895143     51       0           0          1  141.583890  0.457417    11.13165  0.922146  18.257600  16.441420  15.603520  15.200240   1.816180
3707   1237650796755091627     38       1           0          0  142.056959  0.604785    15.23956  0.558266  17.595910  16.385530  15.876830  15.560480   1.210380
3708   1237650796755484842     33       1           0          0  142.928174  0.593558    10.47184  0.962439  17.552680  16.264900  15.660280  15.301160   1.287780
3709   1237650797287047518     31       0           1          0  130.852163  0.951573    15.30210  0.965371  18.436160  16.411810  15.403180  14.926290   2.024350
3710   1237650797287637041     24       1           0          0  132.167558  1.038799    30.25483  0.521706  16.166940  14.376710  13.591950  13.218950   1.790230
3711   1237650797287768118     22       1           0          0  132.440999  1.010529    16.06886  0.532717  16.838990  15.496080  14.937030  14.673690   1.342910
3712   1237650797287768383     25       0           0          1  132.473065  0.919466    11.67700  0.393784  18.894500  16.982740  16.105500  15.665450   1.911760
3713   1237650797288226901     40       0           1          0  133.518347  0.853231    16.25397  0.863671  17.021510  15.144850  14.321470  13.937250   1.876660
3714   1237650797288292443     25       0           0          1  133.657751  0.941189    21.39462  0.642337  19.291640  16.890590  15.915820  15.521950   2.401050
3715   1237650797288292446     51       1           0          0  133.685808  0.978174    11.67183  0.263715  19.190930  16.926780  16.013900  15.530340   2.264150
3716   1237650797288292539     27       0           0          1  133.702912  0.850727    10.24441  0.673715  18.571850  16.901340  16.167230  15.790380   1.670510
3717   1237650797288358041     60       1           0          0  133.849257  0.854364    11.50538  0.326596  17.497650  15.548150  14.751670  14.349750   1.949500
3718   1237650797288816646     52       1           0          0  134.821551  0.992236    11.01095  0.384134  18.440780  16.739750  15.947880  15.507480   1.701030
3719   1237650797288816832     37       0           0          1  134.836781  0.861740    10.10397  0.449314  17.895400  16.946490  16.680500  16.518040   0.948910
3720   1237650797292814483     34       1           0          0  143.971905  0.875949    16.87222  0.223066  18.499990  16.437250  15.459590  14.939510   2.062740
3721   1237650797293010960     55       0           1          0  144.433589  0.923223    12.01035  0.668109  18.072150  16.453340  15.644280  15.237420   1.618810
3722   1237651752382103591     47       0           0          1  139.776318  0.677659    12.37060  0.598085  18.253810  17.018920  16.504410  16.231920   1.234890
3723   1237651752382235003     34       0           0          1  140.138688  0.721095    11.88791  0.984642  18.242000  17.019200  16.440450  16.199230   1.222800
3724   1237651752918843571     71       1           0          0  139.438761  1.055444    12.45368  0.869060  17.278690  16.129900  15.745620  15.549600   1.148790
3725   1237651752918974734     25       0           1          0  139.818148  1.036299    13.58809  0.884164  18.136230  16.307970  15.382440  14.973450   1.828260
3726   1237651752919040026     27       0           0          1  139.865156  0.936715    34.07220  0.524826  15.652040  15.655790  15.470540  14.846410  -0.003750
3727   1237651752919040182     60       0           1          0  139.979947  0.945150    13.35263  0.676502  16.547780  14.703890  13.915690  13.517910   1.843890
3728   1237651752919040221     27       0           0          1  139.998724  0.930946    10.87722  0.404087  17.002010  15.250050  14.532450  14.162050   1.751960
3729   1237651752919105558     49       0           1          0  140.009040  1.038291    75.18581  0.676391  15.169230  13.185120  12.379420  11.955650   1.984110
3730   1237651752919826624     27       1           0          0  141.686350  1.154295    13.84817  0.371418  17.627870  15.876600  15.046990  14.580020   1.751270
3731   1237651752920482085     34       0           1          0  143.251853  1.041746    10.81120  0.634478  17.673190  15.826530  15.001030  14.627630   1.846660
3732   1237651752920875095     34       1           0          0  144.147351  1.116612    16.57341  0.659988  15.622760  14.569260  14.164790  13.951170   1.053500
3733   1237651752920875233     38       1           0          0  144.163338  1.250356    11.34710  0.860074  16.214520  15.158290  14.763320  14.540050   1.056230
3734   1237651753453682889     59       0           1          0  134.864577  1.354016    10.06383  0.873795  18.978510  16.847770  15.803570  15.392730   2.130740
3735   1237651753455976757     28       1           0          0  140.117063  1.374503    11.30785  0.154044  18.538210  17.355050  16.975440  16.668410   1.183160
3736   1237651753456042172     39       1           0          0  140.143207  1.551106    10.88349  0.209722  18.478900  17.335180  16.866650  16.656040   1.143720
3737   1237651753456107524     24       0           1          0  140.292946  1.472726    11.03699  0.722969  17.198380  15.554310  14.824650  14.489570   1.644070
3738   1237651753456304137     46       0           0          1  140.737248  1.434004    12.96837  0.657412  16.423400  14.591230  13.780820  13.407370   1.832170
3739   1237651753456304348     22       0           0          1  140.827889  1.583102    11.78553  0.792574  16.957160  15.259100  14.530300  14.187960   1.698060
3740   1237651753456763155     36       0           0          1  141.922701  1.421216    10.05389  0.691647  20.562440  18.502810  17.177180  16.671370   2.059630
3741   1237651753456894124     28       1           0          0  142.149189  1.578546    11.98911  0.374169  18.378720  16.379140  15.423400  14.969100   1.999580
3742   1237651753457090730     26       0           1          0  142.567214  1.463276    12.67931  0.630366  18.276290  16.464930  15.482510  15.012470   1.811360
3743   1237651753457221748     35       0           0          1  142.907399  1.570502    20.47547  0.735416  18.265470  16.128660  15.208610  14.793140   2.136810
3744   1237651753457483779     57       0           0          1  143.429291  1.605349    10.39235  0.636695  18.201660  16.300750  15.416400  15.006480   1.900910
3745   1237651753988653091     21       1           0          0  130.431266  1.530618    18.04133  0.560160  17.363050  15.470490  14.699340  14.302620   1.892560
3746   1237651753989308667     61       1           0          0  131.950823  1.534468    14.96609  0.894547  17.700030  16.039750  15.205060  14.800610   1.660280
3747   1237651753989439778     43       0           0          1  132.263097  1.538438    10.69472  0.561280  17.294150  15.449830  14.620780  14.239550   1.844320
3748   1237651753989505307     52       0           1          0  132.387847  1.728020    10.41995  0.723897  18.195080  16.308890  15.385140  14.938740   1.886190
3749   1237651753989964118     32       1           0          0  133.419697  1.563500    11.29668  0.820264  16.960090  15.585760  14.984730  14.650890   1.374330
3750   1237651753990029747     30       0           1          0  133.666348  1.613709    11.56712  0.916914  18.126390  16.280810  15.398240  14.996950   1.845580
3751   1237651753991012772     55       1           0          0  135.931864  1.659351    14.48635  0.420081  18.196000  16.398020  15.540750  15.114840   1.797980
3752   1237651753993240769     34       0           0          1  140.928317  2.003359    10.33415  0.514000  18.248010  16.815580  16.251670  15.952090   1.432430
3753   1237651753993240812     32       1           0          0  140.983954  1.834424    10.95903  0.230150  18.560790  16.980390  16.199300  15.751790   1.580400
3754   1237651753993831010     27       0           0          1  142.304557  1.974122    10.57980  0.795805  18.893430  17.519500  17.029360  16.721010   1.373930
3755   1237651753993961728     48       0           1          0  142.654597  1.995666    13.99139  0.935745  17.350150  15.403830  14.533760  14.100670   1.946320
3756   1237651753994092691     30       0           1          0  142.953558  2.016917    11.20376  0.866238  19.455210  17.371390  16.205040  15.737700   2.083820
3757   1237651753994879131     26       0           0          1  144.676944  1.982202    11.14228  0.687830  19.325010  17.347150  16.401880  16.000200   1.977860
3758   1237651754530308183     72       1           0          0  141.424891  2.239688    18.56887  0.729929  17.099660  15.598970  14.845560  14.476670   1.500690
3759   1237651754530635988     55       1           0          0  142.184378  2.334522    10.28661  0.725320  18.059320  17.074800  16.646360  16.346520   0.984520
3760   1237651754531225835     27       0           0          1  143.501566  2.477276    16.90305  0.703290  16.628510  15.592200  15.228140  15.066620   1.036310
3761   1237651754531422446     32       0           0          1  143.972339  2.408440    10.26591  0.829819  18.682770  16.869700  16.030920  15.632590   1.813070
